key,pt,en_suggestion,keep_en,context,source_file,notes
"dashboard.headers.content_type_569","Content-Type","Content-Type","true","object property: headers.content_type","src/components/Dashboard.jsx",""
"dashboard.method_569","POST","POST","true","object property: method","src/components/Dashboard.jsx",""
"dashboard.month_304","2-digit","2-digit","false","object property: month","src/components/Dashboard.jsx",""
"dashboard.pt.ai.btn_112","Analisar Dados","Analisar Dados","true","object property: pt.ai.btn","src/components/Dashboard.jsx",""
"dashboard.pt.ai.desc_111","O Claude analisa todos os dados registados e devolve uma avaliação da progressão, tendências e recomendações concretas para os próximos treinos.","O Claude analisa todos os dados registados and devolve a avaliação of the progressão, tendências and recomendações concretas for os próximos Trainings.","true","object property: pt.ai.desc","src/components/Dashboard.jsx",""
"dashboard.pt.ai.loading_112","A analisar...","THE analisar...","true","object property: pt.ai.loading","src/components/Dashboard.jsx",""
"dashboard.pt.chart.chart_108","Gráfico","Gráfico","true","object property: pt.chart.chart","src/components/Dashboard.jsx",""
"dashboard.pt.chart.evolution_108","EVOLUÇÃO","EVOLUÇÃO","true","object property: pt.chart.evolution","src/components/Dashboard.jsx",""
"dashboard.pt.chart.nodata_108","Sem dados — regista a primeira sessão para ver a evolução","In the data — regista the primeira sessão for ver the evolução","true","object property: pt.chart.nodata","src/components/Dashboard.jsx",""
"dashboard.pt.chart.table_108","Tabela","Tabela","true","object property: pt.chart.table","src/components/Dashboard.jsx",""
"dashboard.pt.chart.target_108","Objectivo: ","Goal:","true","object property: pt.chart.target","src/components/Dashboard.jsx",""
"dashboard.pt.deletemodal.cancel_106","Cancelar","Cancel","true","object property: pt.deletemodal.cancel","src/components/Dashboard.jsx",""
"dashboard.pt.deletemodal.confirm_106","Apagar","Delete","true","object property: pt.deletemodal.confirm","src/components/Dashboard.jsx",""
"dashboard.pt.deletemodal.title_104","Apagar este registo?","Delete este entry?","false","object property: pt.deletemodal.title","src/components/Dashboard.jsx",""
"dashboard.pt.kpi.add_99","+ Adicionar","+ Adicionar","true","object property: pt.kpi.add","src/components/Dashboard.jsx",""
"dashboard.pt.kpi.golf_101","Golfe","Golfe","true","object property: pt.kpi.golf","src/components/Dashboard.jsx",""
"dashboard.pt.kpi.gym_101","Ginásio","Ginásio","true","object property: pt.kpi.gym","src/components/Dashboard.jsx",""
"dashboard.pt.kpi.nameholder_100","Nome do KPI","Nome of the KPI","true","object property: pt.kpi.nameholder","src/components/Dashboard.jsx",""
"dashboard.pt.kpi.savebtn_101","Guardar KPIs na BD","Save KPIs in the BD","true","object property: pt.kpi.savebtn","src/components/Dashboard.jsx",""
"dashboard.pt.kpi.saving_101","A guardar...","Saving...","true","object property: pt.kpi.saving","src/components/Dashboard.jsx",""
"dashboard.pt.kpi.target_99","obj.","obj.","false","object property: pt.kpi.target","src/components/Dashboard.jsx",""
"dashboard.pt.kpi.targetholder_100","obj.","obj.","false","object property: pt.kpi.targetholder","src/components/Dashboard.jsx",""
"dashboard.pt.kpi.title_99","EDITAR PRIORIDADES","EDIT PRIORITIES","true","object property: pt.kpi.title","src/components/Dashboard.jsx",""
"dashboard.pt.kpi.unit_99","unidade","unidade","false","object property: pt.kpi.unit","src/components/Dashboard.jsx",""
"dashboard.pt.kpi.unitholder_100","unid.","unid.","false","object property: pt.kpi.unitholder","src/components/Dashboard.jsx",""
"dashboard.pt.kpierror_117","Erro: ","Error:","true","object property: pt.kpierror","src/components/Dashboard.jsx",""
"dashboard.pt.kpisaved_116","KPIs guardados ✓","KPIs Saveds ✓","true","object property: pt.kpisaved","src/components/Dashboard.jsx",""
"dashboard.pt.langmodal.cancel_118","Cancelar","Cancel","true","object property: pt.langmodal.cancel","src/components/Dashboard.jsx",""
"dashboard.pt.langmodal.title_118","Idioma","Idioma","true","object property: pt.langmodal.title","src/components/Dashboard.jsx",""
"dashboard.pt.loading_114","A carregar...","Loading...","true","object property: pt.loading","src/components/Dashboard.jsx",""
"dashboard.pt.menu.editprofile_84","Editar Perfil","Edit Profile","true","object property: pt.menu.editprofile","src/components/Dashboard.jsx",""
"dashboard.pt.menu.exportexcel_85","Exportar Excel","Exportar Excel","true","object property: pt.menu.exportexcel","src/components/Dashboard.jsx",""
"dashboard.pt.menu.home_84","Início","Início","true","object property: pt.menu.home","src/components/Dashboard.jsx",""
"dashboard.pt.menu.language_86","Idioma","Idioma","true","object property: pt.menu.language","src/components/Dashboard.jsx",""
"dashboard.pt.menu.managekpis_84","Editar Prioridades","Edit Priorities","true","object property: pt.menu.managekpis","src/components/Dashboard.jsx",""
"dashboard.pt.menu.signout_86","Terminar Sessão","Terminar Sessão","true","object property: pt.menu.signout","src/components/Dashboard.jsx",""
"dashboard.pt.menu.team_84","Equipa","Team","true","object property: pt.menu.team","src/components/Dashboard.jsx",""
"dashboard.pt.profile.cancel_95","Cancelar","Cancel","true","object property: pt.profile.cancel","src/components/Dashboard.jsx",""
"dashboard.pt.profile.club_94","Clube / Organização","Clube / Organização","true","object property: pt.profile.club","src/components/Dashboard.jsx",""
"dashboard.pt.profile.email_95","EMAIL","EMAIL","true","object property: pt.profile.email","src/components/Dashboard.jsx",""
"dashboard.pt.profile.name_94","Nome","Nome","true","object property: pt.profile.name","src/components/Dashboard.jsx",""
"dashboard.pt.profile.phone_95","Telemóvel","Telemóvel","true","object property: pt.profile.phone","src/components/Dashboard.jsx",""
"dashboard.pt.profile.save_95","Guardar","Save","true","object property: pt.profile.save","src/components/Dashboard.jsx",""
"dashboard.pt.profile.title_94","Editar Perfil","Edit Profile","true","object property: pt.profile.title","src/components/Dashboard.jsx",""
"dashboard.pt.register.date_89","DATA","DATA","true","object property: pt.register.date","src/components/Dashboard.jsx",""
"dashboard.pt.register.golf_89","GOLFE","GOLFE","true","object property: pt.register.golf","src/components/Dashboard.jsx",""
"dashboard.pt.register.gym_89","GINÁSIO","GINÁSIO","true","object property: pt.register.gym","src/components/Dashboard.jsx",""
"dashboard.pt.register.notes_90","NOTAS DA SESSÃO","NOTES OF THE SESSÃO","true","object property: pt.register.notes","src/components/Dashboard.jsx",""
"dashboard.pt.register.notesplaceholder_90","Observações, condições, sensações...","Observações, condições, sensações...","true","object property: pt.register.notesplaceholder","src/components/Dashboard.jsx",""
"dashboard.pt.register.save_91","Guardar Sessão","Save Sessão","true","object property: pt.register.save","src/components/Dashboard.jsx",""
"dashboard.pt.register.saving_91","A guardar...","Saving...","true","object property: pt.register.saving","src/components/Dashboard.jsx",""
"dashboard.pt.register.title_89","Registar Performance","Register Performance","true","object property: pt.register.title","src/components/Dashboard.jsx",""
"dashboard.pt.registerbtn_82","+ Registar Performance","+ Register Performance","true","object property: pt.registerbtn","src/components/Dashboard.jsx",""
"dashboard.pt.saved_115","Guardado ✓","Saved ✓","true","object property: pt.saved","src/components/Dashboard.jsx",""
"dashboard.pt.table.date_109","DATA","DATA","true","object property: pt.table.date","src/components/Dashboard.jsx",""
"dashboard.pt.table.empty_109","Sem registos. Usa o botão ""Registar Performance"" para começar.","In the records. Usa o botão ""Register Performance"" for começar.","true","object property: pt.table.empty","src/components/Dashboard.jsx",""
"dashboard.pt.table.notes_109","NOTAS","NOTES","true","object property: pt.table.notes","src/components/Dashboard.jsx",""
"dashboard.ui.a_equipa_aparece_aqui_assim_que_existirem_mensag_219","A equipa aparece aqui assim que existirem mensagens ou registos partilhados.","THE Team aparece aqui assim que existirem Messages or entries partilhados.","true","JSX text","src/components/Dashboard.jsx",""
"dashboard.ui.all_data_from_657","All data from","All data from","true","JSX text","src/components/Dashboard.jsx",""
"dashboard.ui.equipa_249","Equipa","Team","true","JSX text","src/components/Dashboard.jsx",""
"dashboard.ui.erro_ao_carregar_210","Erro ao carregar","Error to load","true","JSX text","src/components/Dashboard.jsx",""
"dashboard.ui.fechar_212","Fechar","Close","true","JSX text","src/components/Dashboard.jsx",""
"dashboard.ui.francisca_salgado_806","Francisca Salgado","Francisca Salgado","true","JSX text","src/components/Dashboard.jsx",""
"dashboard.ui.performance_golf_805","Performance Golf","Performance Golf","true","JSX text","src/components/Dashboard.jsx",""
"dashboard.ui.sem_membros_ainda_218","Sem membros ainda","In the members ainda","true","JSX text","src/components/Dashboard.jsx",""
"dashboard.ui.serao_apagados_permanentemente_esta_accao_nao_po_656","serão apagados permanentemente. Esta acção não pode ser desfeita.","serão apagados permanentemente. Esta acção não pode ser desfeita.","true","JSX text","src/components/Dashboard.jsx",""
"dashboard.ui.team_248","TEAM","TEAM","true","JSX text","src/components/Dashboard.jsx",""
"dashboard.ui.todos_os_dados_de_656","Todos os dados de","Todos os dados of","true","JSX text","src/components/Dashboard.jsx",""
"dashboard.ui.will_be_permanently_deleted_this_action_cannot_b_657","will be permanently deleted. This action cannot be undone.","will be permanently deleted. This action cannot be undone.","true","JSX text","src/components/Dashboard.jsx",""
"errorboundary.ui.algo_correu_mal_30","Algo correu mal","Algo correu bad","true","JSX text","src/components/ErrorBoundary.jsx",""
"errorboundary.ui.ocorreu_um_erro_inesperado_tenta_recarregar_a_pa_33","Ocorreu um erro inesperado. Tenta recarregar a página — se o problema persistir, contacta o suporte.","Ocorreu a Error inesperado. Tenta recarregar the página — se o problema persistir, contacta o suporte.","true","JSX text","src/components/ErrorBoundary.jsx",""
"errorboundary.ui.recarregar_pagina_53","Recarregar página","Recarregar página","true","JSX text","src/components/ErrorBoundary.jsx",""
"errorboundary.ui.voltar_ao_inicio_63","Voltar ao início","Voltar to início","true","JSX text","src/components/ErrorBoundary.jsx",""
"goals.label_271","No Data","In the Data","true","object property: label","src/components/Goals.jsx",""
"goals.label_280","On Track","On Track","true","object property: label","src/components/Goals.jsx",""
"goals.label_281","Ahead","Ahead","true","object property: label","src/components/Goals.jsx",""
"goals.label_282","Behind","Behind","true","object property: label","src/components/Goals.jsx",""
"goals.label.day_79","2-digit","2-digit","false","object property: label.day","src/components/Goals.jsx",""
"goals.label.month_79","short","short","false","object property: label.month","src/components/Goals.jsx",""
"goals.message.no_goals_defined_yet_399","No goals defined yet.","In the goals defined yet.","true","message attribute","src/components/Goals.jsx",""
"goals.metric_label_188","Swing Speed","Swing Speed","true","object property: metric_label","src/components/Goals.jsx",""
"goals.placeholder.e_g_80_327","e.g. 80","and.g. 80","true","placeholder attribute","src/components/Goals.jsx",""
"goals.placeholder.e_g_95_331","e.g. 95","and.g. 95","true","placeholder attribute","src/components/Goals.jsx",""
"goals.placeholder.goal_description_or_coaching_notes_348","Goal description or coaching notes...","Goal description or coaching notes...","true","placeholder attribute","src/components/Goals.jsx",""
"goals.ui.actual_472","Actual","Current","true","JSX text","src/components/Goals.jsx",""
"goals.ui.ahead_of_target_476","Ahead of target","Ahead of target","true","JSX text","src/components/Goals.jsx",""
"goals.ui.behind_target_480","Behind target","Behind target","true","JSX text","src/components/Goals.jsx",""
"goals.ui.cancel_297","Cancel","Cancel","true","JSX text","src/components/Goals.jsx",""
"goals.ui.current_value_326","CURRENT VALUE","CURRENT VALUE","true","JSX text","src/components/Goals.jsx",""
"goals.ui.delete_298","Delete","Delete","true","JSX text","src/components/Goals.jsx",""
"goals.ui.delete_this_goal_292","Delete this goal?","Delete this goal?","true","JSX text","src/components/Goals.jsx",""
"goals.ui.edit_445","Edit","Edit","true","JSX text","src/components/Goals.jsx",""
"goals.ui.expected_progression_468","Expected progression","Expected progression","true","JSX text","src/components/Goals.jsx",""
"goals.ui.goals_milestones_380","Goals & Milestones","Goals & milestones","true","JSX text","src/components/Goals.jsx",""
"goals.ui.kpi_315","KPI","KPI","true","JSX text","src/components/Goals.jsx",""
"goals.ui.new_goal_383","+ New Goal","+ New Goal","true","JSX text","src/components/Goals.jsx",""
"goals.ui.notes_347","NOTES","NOTES","true","JSX text","src/components/Goals.jsx",""
"goals.ui.performance_379","PERFORMANCE","PERFORMANCE","true","JSX text","src/components/Goals.jsx",""
"goals.ui.set_first_goal_401","Set First Goal","Set First Goal","true","JSX text","src/components/Goals.jsx",""
"goals.ui.start_date_337","START DATE","START DATE","true","JSX text","src/components/Goals.jsx",""
"goals.ui.target_date_341","TARGET DATE","TARGET DATE","true","JSX text","src/components/Goals.jsx",""
"goals.ui.target_value_330","TARGET VALUE","TARGET VALUE","true","JSX text","src/components/Goals.jsx",""
"goals.ui.time_elapsed_454","TIME ELAPSED","TIME ELAPSED","true","JSX text","src/components/Goals.jsx",""
"hcpwagr.event_name_189","Torneio Simulado","Tournament Simulado","true","object property: event_name","src/components/HcpWagr.jsx",""
"hcpwagr.label_266","POINT AVERAGE","POINT AVERAGE","true","object property: label","src/components/HcpWagr.jsx",""
"hcpwagr.label_267","RANK WAGR","RANK WAGR","true","object property: label","src/components/HcpWagr.jsx",""
"hcpwagr.label_268","DIVISOR","DIVISOR","true","object property: label","src/components/HcpWagr.jsx",""
"hcpwagr.label_269","PTS TOTAL","PTS TOTAL","true","object property: label","src/components/HcpWagr.jsx",""
"hcpwagr.message.sem_registos_351","Sem registos.","In the records.","true","message attribute","src/components/HcpWagr.jsx",""
"hcpwagr.message.sem_registos_de_hcp_480","Sem registos de HCP.","In the records of HCP.","true","message attribute","src/components/HcpWagr.jsx",""
"hcpwagr.placeholder.ex_1661_578","ex: 1661","ex: 1661","true","placeholder attribute","src/components/HcpWagr.jsx",""
"hcpwagr.placeholder.ex_2_4_606","ex: 2.4","ex: 2.4","true","placeholder attribute","src/components/HcpWagr.jsx",""
"hcpwagr.placeholder.ex_450_75_532","ex: 450.75","ex: 450.75","true","placeholder attribute","src/components/HcpWagr.jsx",""
"hcpwagr.placeholder.ex_5_ou_p_518","ex: 5 ou P","ex: 5 or P","true","placeholder attribute","src/components/HcpWagr.jsx",""
"hcpwagr.placeholder.nome_385","Nome","Nome","true","placeholder attribute","src/components/HcpWagr.jsx",""
"hcpwagr.placeholder.opcional_611","opcional","opcional","false","placeholder attribute","src/components/HcpWagr.jsx",""
"hcpwagr.placeholder.pos_386","Pos","Pos","true","placeholder attribute","src/components/HcpWagr.jsx",""
"hcpwagr.placeholder.pts_avg_387","Pts Avg","Pts Avg","true","placeholder attribute","src/components/HcpWagr.jsx",""
"hcpwagr.placeholder.sem_388","Sem","In the","true","placeholder attribute","src/components/HcpWagr.jsx",""
"hcpwagr.ui.0_nao_conta_ex_equipa_538","0 — não conta (ex: equipa)","0 — não conta (ex: Team)","true","JSX text","src/components/HcpWagr.jsx",""
"hcpwagr.ui.1_conta_para_divisor_537","1 — conta para divisor","1 — conta for divisor","true","JSX text","src/components/HcpWagr.jsx",""
"hcpwagr.ui.a_carregar_210","A carregar...","Loading...","true","JSX text","src/components/HcpWagr.jsx",""
"hcpwagr.ui.adicionar_381","+ Adicionar","+ Adicionar","true","JSX text","src/components/HcpWagr.jsx",""
"hcpwagr.ui.ajusta_se_necessario_com_o_valor_do_site_wagr_582","— ajusta se necessário com o valor do site WAGR.","— ajusta se necessário with o valor of the site WAGR.","true","JSX text","src/components/HcpWagr.jsx",""
"hcpwagr.ui.ano_521","ANO","ANO","true","JSX text","src/components/HcpWagr.jsx",""
"hcpwagr.ui.apagar_223","Apagar","Delete","true","JSX text","src/components/HcpWagr.jsx",""
"hcpwagr.ui.apagar_este_registo_219","Apagar este registo?","Delete este entry?","false","JSX text","src/components/HcpWagr.jsx",""
"hcpwagr.ui.atualizar_hcp_452","+ Atualizar HCP","+ Update HCP","true","JSX text","src/components/HcpWagr.jsx",""
"hcpwagr.ui.atualizar_hcp_597","Atualizar HCP","Update HCP","true","JSX text","src/components/HcpWagr.jsx",""
"hcpwagr.ui.cancelar_222","Cancelar","Cancel","true","JSX text","src/components/HcpWagr.jsx",""
"hcpwagr.ui.data_601","DATA","DATA","true","JSX text","src/components/HcpWagr.jsx",""
"hcpwagr.ui.data_referencia_568","DATA REFERÊNCIA","DATA REFERÊNCIA","true","JSX text","src/components/HcpWagr.jsx",""
"hcpwagr.ui.divisor_535","DIVISOR","DIVISOR","true","JSX text","src/components/HcpWagr.jsx",""
"hcpwagr.ui.esta_accao_nao_pode_ser_desfeita_220","Esta acção não pode ser desfeita.","Esta acção não pode ser desfeita.","true","JSX text","src/components/HcpWagr.jsx",""
"hcpwagr.ui.guardar_545","Guardar","Save","true","JSX text","src/components/HcpWagr.jsx",""
"hcpwagr.ui.hcp_605","HCP","HCP","true","JSX text","src/components/HcpWagr.jsx",""
"hcpwagr.ui.hcp_atual_434","HCP ATUAL","HCP CURRENT","true","JSX text","src/components/HcpWagr.jsx",""
"hcpwagr.ui.hcp_wagr_247","HCP & WAGR","HCP & WAGR","true","JSX text","src/components/HcpWagr.jsx",""
"hcpwagr.ui.historico_hcp_451","Histórico HCP","Histórico HCP","true","JSX text","src/components/HcpWagr.jsx",""
"hcpwagr.ui.historico_semanal_340","Histórico Semanal","Histórico Weekl","true","JSX text","src/components/HcpWagr.jsx",""
"hcpwagr.ui.nome_do_torneio_512","NOME DO TORNEIO","NOME OF THE TOURNAMENT","true","JSX text","src/components/HcpWagr.jsx",""
"hcpwagr.ui.notas_610","NOTAS","NOTES","true","JSX text","src/components/HcpWagr.jsx",""
"hcpwagr.ui.point_average_573","POINT AVERAGE","POINT AVERAGE","true","JSX text","src/components/HcpWagr.jsx",""
"hcpwagr.ui.point_average_calculado_automaticamente_581","Point Average calculado automaticamente:","Point Average calculado automaticamente:","true","JSX text","src/components/HcpWagr.jsx",""
"hcpwagr.ui.posicao_517","POSIÇÃO","POSIÇÃO","true","JSX text","src/components/HcpWagr.jsx",""
"hcpwagr.ui.pts_avg_do_site_wagr_531","PTS AVG (do site WAGR)","PTS AVG (of the site WAGR)","true","JSX text","src/components/HcpWagr.jsx",""
"hcpwagr.ui.rank_do_site_wagr_577","RANK (do site WAGR)","RANK (of the site WAGR)","true","JSX text","src/components/HcpWagr.jsx",""
"hcpwagr.ui.ranking_246","RANKING","RANKING","true","JSX text","src/components/HcpWagr.jsx",""
"hcpwagr.ui.registar_semana_wagr_555","Registar Semana WAGR","Register Week WAGR","true","JSX text","src/components/HcpWagr.jsx",""
"hcpwagr.ui.registos_444","REGISTOS","ENTRIES","true","JSX text","src/components/HcpWagr.jsx",""
"hcpwagr.ui.s_283","S","S","true","JSX text","src/components/HcpWagr.jsx",""
"hcpwagr.ui.sem_torneios_adiciona_o_primeiro_310","Sem torneios. Adiciona o primeiro.","In the tournaments. Adiciona o primeiro.","true","JSX text","src/components/HcpWagr.jsx",""
"hcpwagr.ui.semana_341","+ Semana","+ Week","true","JSX text","src/components/HcpWagr.jsx",""
"hcpwagr.ui.semana_559","SEMANA","WEEK","true","JSX text","src/components/HcpWagr.jsx",""
"hcpwagr.ui.semana_atual_280","SEMANA ATUAL","WEEK CURRENT","true","JSX text","src/components/HcpWagr.jsx",""
"hcpwagr.ui.semana_atual_286","Semana atual","Week current","true","JSX text","src/components/HcpWagr.jsx",""
"hcpwagr.ui.semana_iso_525","SEMANA ISO","WEEK ISO","true","JSX text","src/components/HcpWagr.jsx",""
"hcpwagr.ui.semanas_a_frente_396","SEMANAS À FRENTE","WEEKS À FRENTE","true","JSX text","src/components/HcpWagr.jsx",""
"hcpwagr.ui.simulador_de_semanas_futuras_371","Simulador de Semanas Futuras","Simulador of Weeks Futuras","true","JSX text","src/components/HcpWagr.jsx",""
"hcpwagr.ui.torneio_297","+ Torneio","+ Tournament","true","JSX text","src/components/HcpWagr.jsx",""
"hcpwagr.ui.torneios_na_janela_wagr_296","Torneios na Janela WAGR","Tournaments in the Janela WAGR","true","JSX text","src/components/HcpWagr.jsx",""
"hcpwagr.ui.torneios_simulados_380","TORNEIOS SIMULADOS","TOURNAMENTS SIMULADOS","true","JSX text","src/components/HcpWagr.jsx",""
"hcpwagr.ui.variacao_438","VARIAÇÃO","VARIAÇÃO","true","JSX text","src/components/HcpWagr.jsx",""
"help.a_47","Porque provavelmente ainda não está marcada como played no Calendar, ou ainda não tem resultados válidos preenchidos por round.","Porque provavelmente ainda não está marcada como played in the Calendar, or ainda não tem resultados válidos preenchidos by round.","true","object property: a","src/components/Help.jsx",""
"help.a_51","Porque no golfe a média deve ser calculada por round. Um torneio de 3 rounds conta como 3 scores individuais, não como um total de 3 voltas.","Porque in the golfe the méday deve ser calculada by round. A tournament of 3 rounds conta como 3 scores individuais, não como a total of 3 voltas.","true","object property: a","src/components/Help.jsx",""
"help.a_55","Significa que a competição existe no sistema, mas ainda não tem dados válidos nos rounds. Deve ser editada e preenchida.","Significa que the competição existe in the sistema, mas ainda não tem dados válidos in the rounds. Deve ser editada and preenchida.","true","object property: a","src/components/Help.jsx",""
"help.a_59","Sim. Os resultados e estatísticas podem ser editados em qualquer altura na área de Competições & Stats.","Sim. Os resultados and estatísticas podem ser editados in qualquer altura in the área of Competições & Stats.","true","object property: a","src/components/Help.jsx",""
"help.a_63","Não. Só torneios com estado played entram nos cálculos de estatísticas e KPIs.","Não. Só tournaments with estado played entram in the cálculos of estatísticas and KPIs.","true","object property: a","src/components/Help.jsx",""
"help.a_67","No mínimo: score por round e posição final. Quando existirem dados fiáveis: putts, GIR, FIR e penalties.","In the mínimo: score by round and posição final. Quando existirem dados fiáveis: putts, GIR, FIR and penalties.","true","object property: a","src/components/Help.jsx",""
"help.a_71","Se existirem scores antigos fora da estrutura por rounds, ao editar o resultado o sistema pode migrar esse valor para Round 1.","Se existirem scores antigos fora of the estrutura by rounds, to Edit o resultado o sistema pode migrar esse valor for Round 1.","true","object property: a","src/components/Help.jsx",""
"help.a_75","Serve para dar uma visão rápida da semana, próximos eventos e estado geral da atleta. Deve ser o ponto de partida diário.","Serve for dar a visão rápida of the week, próximos eventos and estado geral of the atleta. Deve ser o ponto of partida diário.","true","object property: a","src/components/Help.jsx",""
"help.desc_16","Área onde se organizam treinos, competições e eventos relevantes.","Área onde se organizam Trainings, competições and eventos relevantes.","true","object property: desc","src/components/Help.jsx",""
"help.desc_214","Deve ser preenchido por round. Se houver 3 rounds, devem existir 3 scores.","Deve ser preenchido by round. Se houver 3 rounds, devem existir 3 scores.","true","object property: desc","src/components/Help.jsx",""
"help.desc_215","Calculada com base em todos os rounds válidos. Não usa o total da competição.","Calculada with base in todos os rounds válidos. Não usa o total of the competição.","true","object property: desc","src/components/Help.jsx",""
"help.desc_216","Dado da competição, não do round individual.","Dado of the competição, não of the round individual.","true","object property: desc","src/components/Help.jsx",""
"help.desc_217","Estatísticas de performance. Preencher quando existirem dados fiáveis.","Estatísticas of performance. Preencher quando existirem dados fiáveis.","true","object property: desc","src/components/Help.jsx",""
"help.desc_218","A competição existe mas ainda não tem dados válidos nos rounds.","THE competição existe mas ainda não tem dados válidos in the rounds.","true","object property: desc","src/components/Help.jsx",""
"help.desc_219","Se existir um score fora dos rounds, ao editar o sistema pode migrar para Round 1.","Se existir a score fora of the rounds, to Edit o sistema pode migrar for Round 1.","true","object property: desc","src/components/Help.jsx",""
"help.desc_23","Área onde se analisam os torneios jogados e os resultados da atleta.","Área onde se analisam os tournaments jogados and os resultados of the atleta.","true","object property: desc","src/components/Help.jsx",""
"help.desc_30","Área dedicada ao planeamento do treino e acompanhamento da execução.","Área dedicada to planeamento of the Training and acompanhamento of the execução.","true","object property: desc","src/components/Help.jsx",""
"help.desc_37","Adicionar treino, competição ou outro evento relevante.","Adicionar Training, competição or outro evento relevante.","true","object property: desc","src/components/Help.jsx",""
"help.desc_38","Quando o torneio estiver concluído, atualizar o estado para played.","Quando o tournament estiver concluído, update o estado for played.","true","object property: desc","src/components/Help.jsx",""
"help.desc_39","Na área de Competições & Stats, preencher score, posição e estatísticas principais.","In the área of Competições & Stats, preencher score, posição and estatísticas principais.","true","object property: desc","src/components/Help.jsx",""
"help.desc_40","Confirmar se os rounds aparecem corretamente e se os KPIs fazem sentido.","Confirmar se os rounds aparecem corretamente and se os KPIs fazem sentido.","true","object property: desc","src/components/Help.jsx",""
"help.desc_41","Usar Overview, CompStats e Progress para perceber tendências e ajustar o treino.","Usar Overview, CompStats and Progress for perceber tendências and ajustar o Training.","true","object property: desc","src/components/Help.jsx",""
"help.desc_9","Página inicial com visão rápida do momento atual da atleta.","Página inicial with visão rápida of the momento current of the atleta.","true","object property: desc","src/components/Help.jsx",""
"help.label_214","Score","Score","true","object property: label","src/components/Help.jsx",""
"help.label_215","Média Score","Méday Score","true","object property: label","src/components/Help.jsx",""
"help.label_216","Posição","Posição","true","object property: label","src/components/Help.jsx",""
"help.label_217","GIR / FIR / Putts / Penalties","GIR / FIR / Putts / Penalties","true","object property: label","src/components/Help.jsx",""
"help.label_218","Por preencher","Missing","true","object property: label","src/components/Help.jsx",""
"help.label_219","Dados antigos (legacy)","Dados antigos (legacy)","true","object property: label","src/components/Help.jsx",""
"help.label_235","played","played","false","object property: label","src/components/Help.jsx",""
"help.note_11","Responde à pergunta: ""Onde estamos agora e o que é importante esta semana?""","Responde à pergunta: ""Onde estamos agora and o que é importante esta week?""","false","object property: note","src/components/Help.jsx",""
"help.note_18","Só competições marcadas como played contam para Competições & Stats.","Só competições marcadas como played contam for Competições & Stats.","true","object property: note","src/components/Help.jsx",""
"help.note_25","A média de score é calculada por round, não por torneio.","THE méday of score é calculada by round, não by tournament.","true","object property: note","src/components/Help.jsx",""
"help.note_32","O treino deve estar ligado ao que acontece em competição.","O Training deve estar ligado to que acontece in competição.","true","object property: note","src/components/Help.jsx",""
"help.q_46","Porque é que uma competição não aparece em Competições & Stats?","Porque é que a competição não aparece in Competições & Stats?","false","object property: q","src/components/Help.jsx",""
"help.q_50","Porque é que a média de score não usa o total do torneio?","Porque é que the méday of score não usa o total of the tournament?","true","object property: q","src/components/Help.jsx",""
"help.q_54","O que significa ""Por preencher""?","O que significa ""Missing""?","false","object property: q","src/components/Help.jsx",""
"help.q_58","Posso editar stats depois de guardar?","Posso Edit stats depois of Save?","false","object property: q","src/components/Help.jsx",""
"help.q_62","Os torneios cancelados ou confirmados contam para as estatísticas?","Os tournaments cancelados or confirmados contam for as estatísticas?","false","object property: q","src/components/Help.jsx",""
"help.q_66","O que devo preencher sempre?","O que devo preencher Nopre?","false","object property: q","src/components/Help.jsx",""
"help.q_70","O que acontece aos dados antigos sem estrutura de rounds?","O que acontece aos dados antigos In the estrutura of rounds?","true","object property: q","src/components/Help.jsx",""
"help.q_74","Para que serve o Overview?","For que serve o Overview?","true","object property: q","src/components/Help.jsx",""
"help.title_15","Calendar","Calendar","true","object property: title","src/components/Help.jsx",""
"help.title_22","Competições & Stats","Competições & Stats","true","object property: title","src/components/Help.jsx",""
"help.title_29","Training Plan & Progress","Training Plan & Progress","true","object property: title","src/components/Help.jsx",""
"help.title_37","Criar evento no Calendar","Criar evento in the Calendar","true","object property: title","src/components/Help.jsx",""
"help.title_38","Marcar competição como played","Marcar competição como played","true","object property: title","src/components/Help.jsx",""
"help.title_39","Preencher stats","Preencher stats","true","object property: title","src/components/Help.jsx",""
"help.title_40","Validar os dados","Validar os dados","true","object property: title","src/components/Help.jsx",""
"help.title_41","Acompanhar evolução","Acompanhar evolução","true","object property: title","src/components/Help.jsx",""
"help.title_8","Overview","Overview","true","object property: title","src/components/Help.jsx",""
"help.ui.a_plataforma_existe_para_ajudar_a_acompanhar_e_m_121","A plataforma existe para ajudar a acompanhar e melhorar a performance desportiva da Francisca de forma estruturada.","THE plataforma existe for ajudar the acompanhar and melhorar the performance desportiva of the Francisca of forma estruturada.","true","JSX text","src/components/Help.jsx",""
"help.ui.ajuda_manual_da_plataforma_106","Ajuda & Manual da Plataforma","Ajuda & Manual of the Plataforma","true","JSX text","src/components/Help.jsx",""
"help.ui.ao_clicar_num_dia_da_semana_a_aplicacao_abre_o_c_250","Ao clicar num dia da semana, a aplicação abre o Calendar diretamente nesse dia. O Overview deve ser usado como ponto de partida diário.","To clicar num day of the week, the aplicação abre o Calendar diretamente nesse day. O Overview deve ser usado como ponto of partida diário.","true","JSX text","src/components/Help.jsx",""
